,age,job,marital,education,default,balance,housing,loan,contact,day,month,previous,poutcome,y
25126,35,blue-collar,married,secondary,no,87.0,no,no,cellular,18,nov,0,unknown,no
25127,32,administrative,married,secondary,no,1785.0,yes,no,cellular,18,nov,6,other,no
25128,55,services,married,secondary,no,3546.0,yes,yes,cellular,18,nov,2,failure,no
25129,40,self-employed,married,secondary,no,1216.0,yes,no,cellular,18,nov,0,unknown,no
25130,31,administrative,married,secondary,no,113.0,yes,no,cellular,18,nov,0,unknown,no
25131,32,management,married,tertiary,no,1667.0,yes,no,cellular,18,nov,3,failure,no
25132,38,blue-collar,married,secondary,no,2008.0,yes,no,cellular,18,nov,0,unknown,no
25133,34,blue-collar,married,primary,no,2320.0,yes,no,cellular,18,nov,0,unknown,no
25134,32,services,single,secondary,no,2251.0,yes,yes,cellular,18,nov,1,failure,no
25135,31,administrative,single,secondary,no,2076.0,no,yes,cellular,18,nov,7,other,no
25136,32,services,divorced,secondary,no,453.0,yes,no,cellular,18,nov,0,unknown,no
25137,46,blue-collar,single,primary,no,3046.0,yes,yes,cellular,18,nov,1,other,no
25138,44,technician,married,secondary,no,533.0,yes,no,cellular,18,nov,2,failure,no
25139,35,management,single,tertiary,no,2928.0,yes,no,cellular,18,nov,0,unknown,no
25140,56,technician,married,secondary,no,803.0,no,no,cellular,18,nov,0,unknown,no
25141,32,management,married,tertiary,no,3442.0,no,no,cellular,18,nov,0,unknown,no
25142,48,management,married,tertiary,no,-1080.0,yes,yes,cellular,18,nov,0,unknown,no
25143,33,management,single,tertiary,no,275.0,no,no,cellular,18,nov,0,unknown,no
25144,36,entrepreneur,married,secondary,no,215.0,yes,yes,cellular,18,nov,0,unknown,no
25145,51,blue-collar,divorced,secondary,no,1524.0,yes,no,cellular,18,nov,0,unknown,no
25146,57,technician,married,secondary,no,6362.0,yes,yes,cellular,18,nov,0,unknown,no
25147,58,administrative,married,secondary,no,5680.0,no,yes,cellular,18,nov,0,unknown,no
25148,36,blue-collar,married,secondary,no,2894.0,yes,no,cellular,18,nov,1,failure,no
25149,32,self-employed,single,tertiary,no,519.0,yes,no,cellular,18,nov,0,unknown,no
25150,34,management,married,tertiary,no,11.0,yes,no,cellular,18,nov,1,failure,no
25151,35,entrepreneur,married,secondary,no,1309.0,yes,no,cellular,18,nov,0,unknown,no
25152,36,self-employed,married,secondary,no,44.0,yes,no,cellular,18,nov,0,unknown,no
25153,32,management,married,tertiary,no,3107.0,yes,yes,cellular,18,nov,1,failure,no
25154,50,blue-collar,married,secondary,no,1984.0,yes,no,telephone,18,nov,0,unknown,no
25155,48,blue-collar,married,secondary,no,3008.0,yes,yes,cellular,18,nov,3,failure,no
25156,48,management,married,tertiary,no,1600.0,no,no,cellular,18,nov,0,unknown,no
25157,32,management,married,tertiary,no,1636.0,yes,no,cellular,18,nov,0,unknown,no
25158,54,management,divorced,primary,no,210.0,no,no,cellular,18,nov,0,unknown,no
25159,48,management,single,tertiary,no,648.0,yes,no,cellular,18,nov,2,failure,no
25160,31,blue-collar,single,secondary,no,545.0,yes,no,cellular,18,nov,0,unknown,no
25161,51,unemployed,divorced,tertiary,no,5.0,no,no,cellular,18,nov,0,unknown,no
25162,38,management,married,tertiary,yes,540.0,no,no,cellular,18,nov,0,unknown,no
25163,48,blue-collar,married,primary,no,-298.0,yes,no,cellular,18,nov,0,unknown,no
25164,48,unemployed,married,primary,no,484.0,no,no,cellular,18,nov,0,unknown,no
25165,35,administrative,married,secondary,no,421.0,yes,no,cellular,18,nov,0,unknown,no
25166,41,self-employed,married,tertiary,no,6000.0,yes,no,cellular,18,nov,0,unknown,no
25167,39,services,married,secondary,no,173.0,yes,no,cellular,18,nov,2,failure,no
25168,54,management,married,tertiary,yes,0.0,no,yes,cellular,18,nov,0,unknown,no
25169,36,services,married,secondary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25170,45,self-employed,married,tertiary,no,35589.0,no,no,telephone,18,nov,0,unknown,no
25171,52,entrepreneur,married,tertiary,yes,-2.0,no,no,cellular,18,nov,0,unknown,no
25172,52,self-employed,single,secondary,no,207.0,no,yes,cellular,18,nov,0,unknown,no
25173,34,management,married,tertiary,no,10031.0,yes,no,cellular,18,nov,0,unknown,no
25174,38,self-employed,married,tertiary,no,3139.0,yes,no,cellular,18,nov,0,unknown,no
25175,39,management,married,tertiary,no,514.0,no,no,telephone,18,nov,0,unknown,no
25176,38,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25177,47,administrative,single,secondary,no,19.0,yes,yes,cellular,18,nov,1,failure,no
25178,34,services,divorced,secondary,no,107.0,no,yes,cellular,18,nov,0,unknown,no
25179,52,blue-collar,married,tertiary,no,297.0,yes,no,cellular,18,nov,1,failure,no
25180,57,management,divorced,tertiary,no,236.0,no,no,cellular,18,nov,0,unknown,no
25181,41,management,married,tertiary,no,25.0,no,no,cellular,18,nov,0,unknown,no
25182,41,management,married,secondary,no,99.0,yes,no,cellular,18,nov,0,unknown,no
25183,59,technician,divorced,secondary,no,797.0,yes,no,cellular,18,nov,2,failure,no
25184,34,blue-collar,single,secondary,no,20.0,yes,yes,cellular,18,nov,0,unknown,no
25185,45,management,married,tertiary,no,0.0,no,no,cellular,18,nov,0,unknown,no
25186,36,services,single,secondary,no,1482.0,yes,no,cellular,18,nov,1,other,no
25187,48,management,single,tertiary,no,3713.0,yes,yes,cellular,18,nov,0,unknown,no
25188,40,management,married,tertiary,no,11.0,yes,no,cellular,18,nov,0,unknown,no
25189,38,entrepreneur,married,tertiary,no,678.0,no,yes,cellular,18,nov,1,failure,no
25190,36,self-employed,divorced,secondary,no,-38.0,yes,no,cellular,18,nov,0,unknown,no
25191,47,administrative,single,secondary,no,2540.0,no,no,cellular,18,nov,0,unknown,no
25192,42,entrepreneur,married,tertiary,no,337.0,yes,yes,cellular,18,nov,0,unknown,no
25193,45,management,married,tertiary,no,-73.0,no,no,cellular,18,nov,0,unknown,no
25194,39,services,married,unknown,no,10189.0,yes,no,cellular,18,nov,2,failure,no
25195,57,management,married,tertiary,no,1357.0,yes,yes,cellular,18,nov,0,unknown,no
25196,52,entrepreneur,married,tertiary,no,507.0,no,no,cellular,18,nov,0,unknown,no
25197,39,entrepreneur,married,secondary,no,11887.0,no,no,cellular,18,nov,0,unknown,yes
25198,55,entrepreneur,married,tertiary,no,78.0,no,no,cellular,18,nov,0,unknown,no
25199,33,technician,married,secondary,no,2746.0,yes,no,cellular,18,nov,0,unknown,no
25200,36,management,married,secondary,no,-148.0,no,no,cellular,18,nov,0,unknown,no
25201,54,blue-collar,married,secondary,no,506.0,yes,no,cellular,18,nov,2,failure,no
25202,36,services,single,secondary,no,461.0,no,no,cellular,18,nov,0,unknown,no
25203,46,services,single,secondary,no,897.0,yes,no,telephone,18,nov,0,unknown,no
25204,33,administrative,married,tertiary,no,99.0,yes,yes,cellular,18,nov,0,unknown,no
25205,51,management,married,tertiary,no,-516.0,yes,no,cellular,18,nov,2,failure,no
25206,59,housemaid,single,secondary,no,26172.0,no,no,cellular,18,nov,0,unknown,no
25207,44,management,single,tertiary,no,1356.0,no,yes,cellular,18,nov,2,other,no
25208,35,management,married,tertiary,no,646.0,yes,no,cellular,18,nov,0,unknown,no
25209,47,blue-collar,married,primary,no,1533.0,no,yes,cellular,18,nov,4,failure,no
25210,36,blue-collar,married,secondary,no,801.0,yes,yes,cellular,18,nov,0,unknown,no
25211,32,management,single,secondary,no,416.0,yes,no,cellular,18,nov,0,unknown,no
25212,31,blue-collar,single,secondary,no,530.0,no,yes,cellular,18,nov,0,unknown,no
25213,41,technician,married,secondary,no,862.0,no,no,cellular,18,nov,0,unknown,no
25214,58,services,married,secondary,no,4428.0,no,no,telephone,18,nov,0,unknown,no
25215,34,blue-collar,married,primary,no,500.0,yes,no,cellular,18,nov,1,failure,no
25216,49,management,divorced,tertiary,no,0.0,yes,no,telephone,18,nov,0,unknown,no
25217,40,management,married,tertiary,no,5.0,yes,no,cellular,18,nov,0,unknown,no
25218,45,technician,single,tertiary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25219,48,administrative,married,secondary,no,1208.0,no,no,telephone,18,nov,0,unknown,no
25220,59,entrepreneur,married,tertiary,no,1553.0,no,yes,cellular,18,nov,0,unknown,no
25221,40,technician,single,secondary,no,2141.0,no,no,cellular,18,nov,0,unknown,no
25222,54,administrative,married,secondary,no,3729.0,no,yes,cellular,18,nov,1,other,no
25223,47,management,married,secondary,no,21.0,yes,no,cellular,18,nov,0,unknown,no
25224,33,services,married,secondary,no,244.0,yes,no,cellular,18,nov,0,unknown,no
25225,48,housemaid,single,secondary,no,1042.0,no,no,telephone,18,nov,0,unknown,no
25226,30,blue-collar,married,secondary,no,246.0,yes,no,cellular,18,nov,5,failure,no
25227,33,unemployed,divorced,secondary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25228,36,management,married,tertiary,no,-92.0,no,yes,cellular,18,nov,0,unknown,no
25229,59,retired,married,tertiary,no,4589.0,no,no,cellular,18,nov,0,unknown,no
25230,43,management,single,tertiary,no,-56.0,yes,no,cellular,18,nov,14,failure,no
25231,52,services,married,secondary,no,2257.0,yes,no,telephone,18,nov,1,failure,no
25232,36,blue-collar,married,secondary,no,402.0,no,yes,cellular,18,nov,1,failure,no
25233,33,student,single,tertiary,no,4.0,yes,no,cellular,18,nov,0,unknown,no
25234,31,management,married,unknown,no,668.0,no,no,cellular,18,nov,0,unknown,no
25235,39,management,married,secondary,no,517.0,yes,no,cellular,18,nov,2,failure,no
25236,32,management,single,tertiary,no,0.0,yes,no,cellular,18,nov,1,other,no
25237,46,management,married,tertiary,no,0.0,no,no,cellular,18,nov,3,other,yes
25238,39,blue-collar,married,secondary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25239,33,management,married,secondary,no,480.0,yes,no,cellular,18,nov,0,unknown,no
25240,45,management,single,tertiary,no,5694.0,yes,no,cellular,18,nov,2,failure,no
25241,54,self-employed,married,tertiary,no,368.0,no,no,cellular,18,nov,4,failure,no
25242,43,services,married,primary,no,-2122.0,yes,yes,cellular,18,nov,0,unknown,no
25243,41,entrepreneur,married,secondary,no,-1882.0,yes,no,cellular,18,nov,2,other,no
25244,35,administrative,married,secondary,no,122.0,yes,no,cellular,18,nov,0,unknown,no
25245,36,technician,divorced,tertiary,no,1174.0,yes,no,cellular,18,nov,0,unknown,no
25246,59,management,married,tertiary,no,3969.0,no,no,cellular,18,nov,0,unknown,no
25247,36,entrepreneur,single,secondary,no,296.0,no,no,cellular,18,nov,2,failure,no
25248,31,administrative,married,secondary,no,0.0,yes,yes,cellular,18,nov,0,unknown,no
25249,36,management,married,tertiary,no,549.0,yes,no,cellular,18,nov,0,unknown,no
25250,50,administrative,single,secondary,no,5816.0,yes,no,telephone,18,nov,0,unknown,no
25251,39,administrative,single,secondary,no,720.0,yes,no,telephone,18,nov,0,unknown,no
25252,38,technician,married,secondary,no,508.0,yes,no,cellular,18,nov,2,failure,no
25253,58,management,divorced,tertiary,no,5037.0,yes,no,cellular,18,nov,0,unknown,yes
25254,32,housemaid,married,tertiary,no,357.0,yes,no,cellular,18,nov,0,unknown,no
25255,36,technician,single,primary,no,2169.0,yes,no,cellular,18,nov,3,other,no
25256,36,technician,divorced,secondary,no,5957.0,yes,no,cellular,18,nov,0,unknown,no
25257,50,management,married,tertiary,no,2570.0,no,no,cellular,18,nov,0,unknown,no
25258,44,technician,married,secondary,no,2626.0,yes,no,cellular,18,nov,3,failure,no
25259,38,administrative,married,tertiary,no,605.0,no,no,cellular,18,nov,0,unknown,no
25260,51,management,married,tertiary,no,2934.0,yes,no,cellular,18,nov,0,unknown,no
25261,38,management,divorced,unknown,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25262,59,entrepreneur,married,primary,no,124.0,yes,no,cellular,18,nov,7,failure,no
25263,46,management,married,primary,no,1267.0,yes,yes,cellular,18,nov,0,unknown,no
25264,37,technician,married,secondary,no,712.0,yes,no,cellular,18,nov,0,unknown,no
25265,39,management,single,tertiary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25266,38,services,married,unknown,no,4644.0,yes,no,telephone,18,nov,0,unknown,no
25267,49,management,married,tertiary,no,1430.0,no,no,cellular,18,nov,0,unknown,no
25268,36,management,married,tertiary,no,521.0,no,yes,cellular,18,nov,1,other,no
25269,33,services,married,secondary,no,703.0,no,no,cellular,18,nov,0,unknown,no
25270,34,administrative,single,tertiary,no,1199.0,no,no,telephone,18,nov,0,unknown,no
25271,55,retired,divorced,tertiary,no,816.0,no,no,cellular,18,nov,0,unknown,no
25272,39,unemployed,married,tertiary,no,1108.0,yes,no,cellular,18,nov,0,unknown,no
25273,41,blue-collar,divorced,secondary,no,-90.0,yes,no,cellular,18,nov,0,unknown,no
25274,31,management,single,tertiary,no,874.0,yes,no,cellular,18,nov,0,unknown,no
25275,40,administrative,single,secondary,no,2854.0,yes,no,cellular,18,nov,1,failure,no
25276,30,services,divorced,secondary,no,0.0,yes,yes,cellular,18,nov,3,failure,no
25277,37,management,married,tertiary,no,-666.0,yes,no,cellular,18,nov,0,unknown,no
25278,34,blue-collar,married,secondary,no,932.0,no,yes,cellular,18,nov,1,other,no
25279,57,self-employed,married,secondary,no,380.0,no,no,cellular,18,nov,0,unknown,no
25280,42,management,single,tertiary,no,1113.0,yes,yes,cellular,18,nov,12,failure,no
25281,33,management,married,tertiary,no,1522.0,yes,no,cellular,18,nov,3,failure,no
25282,34,blue-collar,married,secondary,no,1430.0,yes,yes,cellular,18,nov,0,unknown,no
25283,49,management,married,tertiary,no,1887.0,no,no,cellular,18,nov,0,unknown,no
25284,44,services,married,secondary,no,-236.0,yes,no,cellular,18,nov,7,success,no
25285,42,management,single,tertiary,no,1673.0,no,no,cellular,18,nov,0,unknown,no
25286,36,self-employed,single,tertiary,no,3560.0,no,no,cellular,18,nov,2,failure,no
25287,42,blue-collar,divorced,secondary,no,898.0,yes,no,cellular,18,nov,1,failure,no
25288,44,management,married,tertiary,no,13853.0,yes,no,cellular,18,nov,0,unknown,no
25289,57,services,married,secondary,no,315.0,no,no,cellular,18,nov,0,unknown,no
25290,36,technician,divorced,secondary,no,556.0,yes,no,cellular,18,nov,1,failure,no
25291,36,management,married,secondary,no,644.0,yes,no,cellular,18,nov,0,unknown,no
25292,37,management,married,secondary,no,676.0,no,no,telephone,18,nov,0,unknown,no
25293,43,entrepreneur,married,secondary,no,3766.0,no,no,cellular,18,nov,0,unknown,no
25294,53,self-employed,married,secondary,no,1066.0,yes,no,cellular,18,nov,3,failure,no
25295,35,management,married,tertiary,no,222.0,yes,no,cellular,18,nov,0,unknown,no
25296,54,blue-collar,married,secondary,no,1070.0,no,no,cellular,18,nov,0,unknown,no
25297,38,technician,married,secondary,no,728.0,yes,no,cellular,18,nov,2,other,no
25298,43,unemployed,married,secondary,no,1943.0,yes,no,cellular,18,nov,0,unknown,no
25299,52,self-employed,married,tertiary,no,5350.0,yes,yes,cellular,18,nov,4,success,no
25300,49,management,married,tertiary,no,999.0,no,no,cellular,18,nov,0,unknown,no
25301,40,management,married,tertiary,no,132.0,yes,yes,cellular,18,nov,0,unknown,no
25302,31,management,single,secondary,yes,0.0,no,no,cellular,18,nov,0,unknown,no
25303,32,services,married,secondary,no,4885.0,yes,yes,cellular,18,nov,0,unknown,no
25304,33,technician,married,secondary,no,3572.0,yes,no,cellular,18,nov,0,unknown,no
25305,34,administrative,married,secondary,no,353.0,no,yes,cellular,18,nov,0,unknown,no
25306,40,technician,married,secondary,no,7313.0,yes,no,cellular,18,nov,1,failure,no
25307,30,technician,single,tertiary,no,0.0,yes,no,cellular,18,nov,1,failure,no
25308,31,technician,divorced,secondary,no,0.0,yes,no,telephone,18,nov,0,unknown,no
25309,34,services,married,secondary,no,184.0,yes,no,cellular,18,nov,0,unknown,no
25310,45,services,married,secondary,no,1550.0,yes,no,cellular,18,nov,6,failure,no
25311,40,technician,single,secondary,no,1411.0,yes,yes,cellular,18,nov,0,unknown,no
25312,40,self-employed,married,tertiary,no,642.0,no,no,cellular,18,nov,0,unknown,no
25313,35,technician,married,tertiary,no,14232.0,yes,no,cellular,18,nov,0,unknown,no
25314,33,administrative,married,tertiary,no,88.0,yes,yes,cellular,18,nov,0,unknown,no
25315,51,management,married,tertiary,no,974.0,no,no,cellular,18,nov,0,unknown,no
25316,38,services,married,secondary,no,4392.0,no,no,cellular,18,nov,2,failure,no
25317,30,unemployed,single,primary,no,1.0,no,no,cellular,18,nov,0,unknown,no
25318,53,management,married,tertiary,no,9072.0,no,no,cellular,18,nov,0,unknown,no
25319,32,administrative,single,secondary,no,6188.0,yes,yes,cellular,18,nov,0,unknown,no
25320,30,management,married,secondary,no,1439.0,yes,no,cellular,18,nov,0,unknown,no
25321,50,unemployed,married,secondary,no,525.0,yes,no,telephone,18,nov,0,unknown,no
25322,40,technician,divorced,secondary,no,5674.0,yes,no,cellular,18,nov,0,unknown,no
25323,47,administrative,divorced,primary,no,1095.0,yes,no,cellular,18,nov,2,other,no
25324,35,blue-collar,married,secondary,no,1055.0,no,no,unknown,18,nov,0,unknown,yes
25325,34,management,single,tertiary,no,3244.0,no,no,cellular,18,nov,0,unknown,no
25326,56,technician,single,tertiary,no,12539.0,no,no,cellular,18,nov,0,unknown,no
25327,49,blue-collar,married,primary,no,-14.0,yes,no,cellular,18,nov,0,unknown,no
25328,50,management,married,tertiary,no,1477.0,yes,no,cellular,18,nov,0,unknown,no
25329,33,blue-collar,married,secondary,no,328.0,yes,no,cellular,18,nov,1,failure,no
25330,32,self-employed,single,tertiary,no,386.0,yes,no,cellular,18,nov,0,unknown,yes
25331,53,management,married,tertiary,no,952.0,yes,yes,cellular,18,nov,0,unknown,no
25332,36,blue-collar,married,primary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25333,39,blue-collar,married,secondary,no,8.0,no,yes,cellular,18,nov,0,unknown,no
25334,41,housemaid,divorced,primary,no,22.0,yes,no,cellular,18,nov,4,other,no
25335,51,management,married,tertiary,no,1612.0,yes,no,cellular,18,nov,1,failure,no
25336,42,blue-collar,married,primary,no,560.0,yes,yes,cellular,18,nov,0,unknown,no
25337,34,blue-collar,single,secondary,no,47.0,yes,no,cellular,18,nov,0,unknown,no
25338,33,technician,married,tertiary,no,17455.0,yes,yes,cellular,18,nov,4,failure,no
25339,32,blue-collar,married,secondary,no,491.0,yes,no,cellular,18,nov,2,failure,no
25340,35,management,married,tertiary,no,2472.0,no,no,cellular,18,nov,0,unknown,no
25341,53,self-employed,married,tertiary,no,337.0,yes,yes,cellular,18,nov,0,unknown,no
25342,46,blue-collar,married,secondary,no,922.0,yes,no,telephone,18,nov,0,unknown,no
25343,32,technician,single,tertiary,no,-311.0,no,no,cellular,18,nov,0,unknown,no
25344,42,services,married,secondary,yes,129.0,no,no,cellular,18,nov,0,unknown,no
25345,31,services,married,secondary,no,2050.0,yes,no,cellular,18,nov,0,unknown,no
25346,47,technician,married,secondary,no,826.0,yes,no,telephone,18,nov,8,other,no
25347,40,entrepreneur,married,secondary,no,1532.0,yes,yes,cellular,18,nov,0,unknown,no
25348,36,entrepreneur,divorced,tertiary,no,299.0,yes,no,cellular,18,nov,0,unknown,no
25349,32,services,married,secondary,no,3839.0,yes,no,cellular,18,nov,1,failure,no
25350,35,entrepreneur,married,tertiary,no,0.0,no,no,cellular,18,nov,0,unknown,no
25351,47,management,single,tertiary,no,153.0,yes,no,cellular,18,nov,0,unknown,no
25352,51,management,divorced,tertiary,no,1937.0,yes,no,cellular,18,nov,11,other,no
25353,40,management,single,secondary,no,9916.0,no,no,cellular,18,nov,1,failure,no
25354,37,administrative,married,secondary,no,960.0,no,no,telephone,18,nov,0,unknown,no
25355,56,retired,married,secondary,no,728.0,no,no,cellular,18,nov,15,failure,no
25356,45,administrative,married,secondary,no,0.0,yes,no,cellular,18,nov,0,unknown,no
25357,33,technician,divorced,secondary,yes,10.0,yes,yes,cellular,18,nov,0,unknown,no
25358,49,technician,married,secondary,no,1432.0,yes,yes,cellular,18,nov,0,unknown,no
25359,32,management,married,secondary,no,6217.0,yes,yes,cellular,18,nov,2,failure,no
25360,39,management,married,tertiary,no,9579.0,yes,no,cellular,18,nov,0,unknown,no
25361,41,administrative,married,secondary,no,1327.0,yes,yes,cellular,18,nov,2,failure,no
25362,59,management,married,secondary,no,7623.0,yes,no,cellular,18,nov,0,unknown,no
25363,45,entrepreneur,married,secondary,no,128.0,no,yes,cellular,18,nov,0,unknown,no
25364,49,self-employed,single,tertiary,no,-341.0,no,yes,cellular,18,nov,0,unknown,no
25365,41,blue-collar,married,primary,no,168.0,yes,no,cellular,18,nov,0,unknown,no
25366,36,technician,married,secondary,no,-179.0,yes,no,cellular,18,nov,1,failure,no
25367,46,blue-collar,married,secondary,no,942.0,no,no,cellular,18,nov,2,failure,no
25368,38,technician,married,secondary,no,958.0,yes,no,telephone,18,nov,0,unknown,no
25369,34,blue-collar,married,secondary,no,3990.0,yes,no,cellular,18,nov,7,failure,no
25370,32,blue-collar,married,secondary,no,1.0,yes,no,cellular,18,nov,0,unknown,no
25371,34,technician,single,tertiary,no,2047.0,yes,no,cellular,18,nov,5,failure,no
25372,47,management,divorced,tertiary,no,0.0,yes,yes,cellular,18,nov,0,unknown,no
25373,30,administrative,married,secondary,no,1589.0,yes,no,cellular,18,nov,0,unknown,no
25374,34,self-employed,divorced,tertiary,no,5722.0,yes,no,cellular,18,nov,0,unknown,no
25375,44,blue-collar,divorced,secondary,no,-184.0,yes,no,cellular,18,nov,3,other,no
25376,50,technician,divorced,secondary,no,2910.0,no,yes,cellular,18,nov,0,unknown,no
25377,41,management,married,secondary,no,1471.0,yes,no,cellular,18,nov,0,unknown,no
25378,31,blue-collar,married,secondary,no,604.0,yes,no,cellular,18,nov,0,unknown,no
25379,30,management,married,tertiary,no,1185.0,yes,no,cellular,18,nov,4,failure,no
25380,30,administrative,single,secondary,no,2802.0,no,yes,telephone,18,nov,2,failure,no
25381,34,self-employed,divorced,secondary,no,172.0,yes,no,cellular,18,nov,0,unknown,no
25382,43,services,married,secondary,no,508.0,yes,no,cellular,18,nov,1,failure,no
25383,33,blue-collar,married,secondary,no,833.0,yes,yes,cellular,18,nov,0,unknown,no
25384,51,management,single,tertiary,no,6030.0,yes,no,cellular,18,nov,3,failure,no
25385,45,technician,divorced,secondary,no,-14.0,no,no,cellular,18,nov,3,failure,no
25386,46,management,divorced,tertiary,no,6269.0,yes,no,telephone,18,nov,2,failure,no
25387,39,management,single,tertiary,no,12437.0,no,no,telephone,18,nov,0,unknown,no
25388,51,management,single,tertiary,no,1202.0,yes,no,cellular,18,nov,0,unknown,no
25389,30,blue-collar,married,secondary,no,1131.0,yes,yes,cellular,18,nov,5,failure,no
25390,40,management,married,tertiary,no,6008.0,yes,no,cellular,18,nov,0,unknown,no
25391,36,management,married,tertiary,no,1434.0,no,no,cellular,18,nov,0,unknown,no
25392,32,technician,single,tertiary,no,4432.0,no,no,telephone,18,nov,0,unknown,no
25393,46,management,single,secondary,yes,177.0,no,no,cellular,18,nov,0,unknown,no
25394,40,administrative,divorced,secondary,no,399.0,yes,yes,cellular,18,nov,2,failure,no
25395,46,services,divorced,secondary,no,864.0,yes,no,cellular,18,nov,2,failure,no
25396,35,blue-collar,married,secondary,no,496.0,yes,no,cellular,18,nov,0,unknown,no
25397,45,administrative,married,secondary,no,597.0,yes,yes,cellular,18,nov,0,unknown,no
25398,58,technician,married,tertiary,no,855.0,yes,no,telephone,18,nov,0,unknown,no
25399,32,blue-collar,single,secondary,no,3845.0,yes,no,cellular,18,nov,0,unknown,no
25400,49,self-employed,married,tertiary,no,202.0,yes,no,cellular,18,nov,3,other,no
25401,39,management,married,tertiary,no,3.0,yes,no,cellular,18,nov,0,unknown,no
25402,33,management,single,tertiary,no,2206.0,yes,no,cellular,18,nov,0,unknown,no
25403,31,management,single,tertiary,no,3142.0,yes,no,cellular,18,nov,1,failure,no
25404,55,management,divorced,secondary,no,1526.0,yes,no,cellular,18,nov,0,unknown,no
25405,34,management,married,tertiary,no,577.0,yes,no,cellular,18,nov,0,unknown,no
25406,53,retired,married,secondary,no,1139.0,yes,no,cellular,18,nov,6,failure,no
25407,42,blue-collar,married,secondary,no,1540.0,yes,yes,cellular,18,nov,0,unknown,no
25408,32,management,married,secondary,no,1477.0,yes,no,cellular,18,nov,0,unknown,no
25409,30,administrative,married,secondary,no,8781.0,yes,no,cellular,18,nov,0,unknown,yes
25410,48,blue-collar,married,primary,no,214.0,yes,yes,cellular,18,nov,1,failure,no
25411,34,blue-collar,married,secondary,no,1412.0,yes,yes,cellular,18,nov,2,failure,no
25412,35,technician,married,secondary,no,2019.0,yes,yes,cellular,18,nov,1,failure,no
25413,52,management,married,tertiary,no,1295.0,yes,no,cellular,18,nov,1,other,no
25414,39,technician,married,tertiary,no,3911.0,yes,no,cellular,18,nov,0,unknown,no
25415,48,management,married,secondary,yes,-998.0,yes,no,cellular,18,nov,0,unknown,no
25416,31,management,married,tertiary,no,1164.0,yes,yes,cellular,18,nov,3,failure,no
25417,36,management,married,tertiary,no,369.0,no,no,cellular,18,nov,2,failure,no
25418,31,administrative,married,secondary,no,3584.0,yes,yes,cellular,18,nov,0,unknown,no
25419,31,technician,married,tertiary,no,3564.0,no,no,cellular,18,nov,0,unknown,no
25420,51,entrepreneur,married,primary,no,538.0,no,no,cellular,18,nov,0,unknown,yes
25421,36,housemaid,married,secondary,no,205.0,yes,no,telephone,18,nov,0,unknown,no
25422,45,blue-collar,married,secondary,no,17.0,yes,no,cellular,18,nov,14,failure,no
25423,30,administrative,married,secondary,no,187.0,yes,no,cellular,18,nov,0,unknown,no
25424,31,administrative,married,secondary,no,355.0,yes,no,cellular,18,nov,1,failure,no
25425,35,services,married,secondary,no,66.0,yes,no,cellular,18,nov,1,other,no
25426,51,self-employed,married,primary,no,106.0,yes,no,telephone,18,nov,2,failure,no
25427,51,technician,married,secondary,no,3899.0,yes,yes,telephone,18,nov,0,unknown,no
25428,41,technician,married,secondary,no,352.0,yes,no,cellular,18,nov,0,unknown,no
25429,47,administrative,married,secondary,no,79.0,no,yes,cellular,18,nov,0,unknown,no
25430,50,technician,married,secondary,no,31.0,yes,no,telephone,18,nov,0,unknown,no
25431,42,blue-collar,married,secondary,no,681.0,yes,no,cellular,18,nov,0,unknown,no
25432,56,management,married,tertiary,no,1390.0,yes,no,cellular,18,nov,0,unknown,yes
25433,48,management,married,tertiary,no,1175.0,yes,no,telephone,18,nov,0,unknown,no
25434,31,self-employed,single,secondary,no,202.0,yes,no,cellular,18,nov,0,unknown,no
25435,41,blue-collar,married,secondary,no,1362.0,yes,no,cellular,18,nov,0,unknown,no
25436,56,retired,married,tertiary,no,839.0,no,yes,cellular,18,nov,2,other,no
25437,34,entrepreneur,married,secondary,no,1368.0,yes,no,cellular,18,nov,0,unknown,no
25438,46,entrepreneur,married,tertiary,no,1082.0,yes,yes,cellular,18,nov,0,unknown,no
25439,43,management,married,secondary,no,481.0,yes,no,telephone,18,nov,2,other,no
25440,36,management,single,tertiary,no,3343.0,no,no,cellular,18,nov,0,unknown,no
25441,33,blue-collar,married,primary,no,3074.0,no,no,cellular,18,nov,0,unknown,no
25442,51,technician,divorced,secondary,no,5964.0,yes,no,cellular,18,nov,0,unknown,no
25443,42,management,married,secondary,no,283.0,yes,no,cellular,18,nov,0,unknown,no
25444,30,technician,married,secondary,no,-306.0,yes,yes,cellular,18,nov,1,failure,no
25445,41,entrepreneur,married,secondary,no,353.0,no,no,cellular,19,nov,0,unknown,no
25446,48,management,married,tertiary,no,571.0,yes,yes,cellular,19,nov,0,unknown,no
25447,51,management,married,tertiary,no,-20.0,no,no,cellular,19,nov,0,unknown,no
